State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
VA,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
VI,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
WA,Cataract surgery outcome,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,OP_31,98,,01/01/2017,12/31/2017
CA,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,56,,04/01/2017,03/31/2018
GA,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,49,,04/01/2017,03/31/2018
GU,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MP,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
MS,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,51,,04/01/2017,03/31/2018
VA,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,47,,04/01/2017,03/31/2018
VI,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
WA,Sepsis Care,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,SEP_1,44,,04/01/2017,03/31/2018
CA,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,30,,04/01/2017,03/31/2018
GA,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,24,,04/01/2017,03/31/2018
GU,Heart Attack or Chest Pain,Median Time to Fibrinolysis,OP_1,Not Available,5 - Results are not available for this reporting period.,04/01/2017,03/31/2018
CA,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,83,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
GA,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,65,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
GU,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MP,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
MS,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,68,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
VA,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,88,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
VI,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
WA,Cancer care,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,OP_33,81,26 - State and national averages include Department of Defense (DoD) hospital data.,01/01/2017,12/31/2017
DC,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,88,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
KY,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,49,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
ND,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,131,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NJ,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,74,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
NV,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,69,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
OH,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,66,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
OR,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,52,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
RI,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,77,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
TX,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,OP_3b,66,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
DC,Heart Attack or Chest Pain,Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better,OP_5,14,26 - State and national averages include Department of Defense (DoD) hospital data.,04/01/2017,03/31/2018
