Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Care Domain Score,Weighted Normalized Clinical Care Domain Score,Unweighted Person and Community Engagement Domain Score,Weighted Person and Community Engagement Domain Score,Unweighted Normalized Safety Domain Score,Weighted Safety Domain Score,Unweighted Normalized Efficiency and Cost Reduction Domain Score,Weighted Efficiency and Cost Reduction Domain Score,Total Performance Score
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,Richmond,50,12.5,10,2.5,21.66666667,5.416666667,0,0,20.41666667
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,Wayne,57.5,14.375,19,4.75,47.5,11.875,80,20,51
330033,CHENANGO MEMORIAL HOSPITAL,179 NORTH BROAD STREET,NORWICH,NY,13815,Chenango,30,7.5,30,7.5,35,8.75,50,12.5,36.25
330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,Suffolk,65,16.25,13,3.25,21.66666667,5.416666667,10,2.5,27.41666667
330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,Oneida,5,1.25,36,9,38.33333333,9.583333333,0,0,19.83333333
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,Suffolk,90,22.5,26,6.5,60,15,20,5,49
330046,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,New York,77.5,19.375,13,3.25,50,12.5,0,0,35.125
330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010,Montgomery,72.5,18.125,23,5.75,40,10,10,2.5,36.375
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,Dutchess,67.5,16.875,59,14.75,33.33333333,8.333333333,20,5,44.95833333
330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,Queens,75,18.75,21,5.25,60,15,0,0,39
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,Kings,55,13.75,16,4,73.33333333,18.33333333,20,5,41.08333333
330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,Albany,70,17.5,27,6.75,51.66666667,12.91666667,50,12.5,49.66666667
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,Ontario,70,17.5,22,5.5,72.5,18.125,60,15,56.125
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,Bronx,97.5,24.375,12,3,13.33333333,3.333333333,10,2.5,33.20833333
330061,NEW YORK-PRESBYTERIAN HOSPITAL,55 PALMER AVENUE,BRONXVILLE,NY,10708,Westchester,50,12.5,31,7.75,25,6.25,0,0,26.5
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302,Niagara,53.33333333,13.33333333,17,4.25,54,13.5,20,5,36.08333333
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,Genesee,60,15,25,6.25,63.33333333,15.83333333,50,12.5,49.58333333
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,Ontario,37.5,9.375,28,7,36,9,60,15,40.375
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,Erie,40,10,35,8.75,51.66666667,12.91666667,10,2.5,34.16666667
330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE,NY,12983,Franklin,50,12.5,77,19.25,63.33333333,15.83333333,30,7.5,55.08333333
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,Bronx,40,10,8,2,45,11.25,60,15,38.25
330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,12953,Franklin,40,10,18,4.5,100,25,100,25,64.5
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,Otsego,50,12.5,19,4.75,75,18.75,40,10,46
330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,Westchester,53.33333333,17.77777778,16,5.333333333,Not Available,Not Available,10,3.333333333,26.44444444
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,Chemung,57.5,14.375,30,7.5,60,15,20,5,41.875
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,Columbia,50,12.5,26,6.5,15,3.75,0,0,22.75
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,14895,Allegany,25,6.25,17,4.25,90,22.5,60,15,48
330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,New York,82.5,20.625,23,5.75,11.66666667,2.916666667,0,0,29.29166667
330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,Erie,32.5,8.125,46,11.5,16,4,0,0,23.625
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,Cattaraugus,47.5,11.875,16,4,51.66666667,12.91666667,10,2.5,31.29166667
330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,Rockland,87.5,21.875,8,2,53.33333333,13.33333333,0,0,37.20833333
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,Nassau,90,22.5,30,7.5,25,6.25,0,0,36.25
330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,Suffolk,65,16.25,37,9.25,53.33333333,13.33333333,0,0,38.83333333
330111,BERTRAND CHAFFEE HOSPITAL,224 EAST MAIN STREET,SPRINGVILLE,NY,14141,Erie,20,6.666666667,15,5,Not Available,Not Available,10,3.333333333,15
330115,ONEIDA HEALTH HOSPITAL,321 GENESEE STREET,ONEIDA,NY,13421,Madison,43.33333333,10.83333333,51,12.75,72.5,18.125,70,17.5,59.20833333
330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,New York,87.5,21.875,20,5,56.66666667,14.16666667,0,0,41.04166667
330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,Monroe,80,20,17,4.25,45,11.25,50,12.5,48
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,Orange,67.5,16.875,21,5.25,28.33333333,7.083333333,20,5,34.20833333
330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,Bronx,86.66666667,21.66666667,13,3.25,21.66666667,5.416666667,0,0,30.33333333
330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,Queens,63.33333333,15.83333333,12,3,23.33333333,5.833333333,0,0,24.66666667
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,Orange,57.5,14.375,33,8.25,35,8.75,60,15,46.375
330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,Otsego,72.5,18.125,18,4.5,40,10,0,0,32.625
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,Onondaga,80,20,32,8,56.66666667,14.16666667,30,7.5,49.66666667
330141,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,Suffolk,62.5,15.625,10,2.5,28,7,0,0,25.125
330151,ST JAMES MERCY HOSPITAL,411 CANISTEO STREET,HORNELL,NY,14843,Steuben,10,3.333333333,23,7.666666667,Not Available,Not Available,60,20,31
330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,Schenectady,52.5,13.125,18,4.5,26.66666667,6.666666667,70,17.5,41.79166667
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,Jefferson,25,6.25,17,4.25,50,12.5,50,12.5,35.5
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,Rockland,67.5,16.875,28,7,33.33333333,8.333333333,0,0,32.20833333
330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,Richmond,37.5,9.375,15,3.75,30,7.5,0,0,20.625
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,Westchester,60,15,53,13.25,35,8.75,20,5,42
330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,14094,Niagara,16.66666667,4.166666667,27,6.75,35,8.75,0,0,19.66666667
330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,Monroe,70,17.5,23,5.75,53.33333333,13.33333333,40,10,46.58333333
330167,NYU WINTHROP HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,Nassau,95,23.75,17,4.25,31.66666667,7.916666667,0,0,35.91666667
330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,New York,100,25,10,2.5,43.33333333,10.83333333,0,0,38.33333333
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045,Cortland,96.66666667,24.16666667,18,4.5,63.33333333,15.83333333,50,12.5,57
330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,Rensselaer,40,10,15,3.75,42,10.5,20,5,29.25
330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,Nassau,36.66666667,9.166666667,21,5.25,30,7.5,0,0,21.91666667
330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,Nassau,87.5,21.875,39,9.75,24,6,0,0,37.625
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802,Westchester,75,18.75,9,2.25,8,2,0,0,23
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,Suffolk,85,21.25,56,14,38,9.5,0,0,44.75
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,Niagara,62.5,15.625,29,7.25,48,12,30,7.5,42.375
330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,Warren,50,12.5,29,7.25,43.33333333,10.83333333,0,0,30.58333333
330193,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,Queens,70,17.5,8,2,36.66666667,9.166666667,0,0,28.66666667
330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,Kings,100,25,11,2.75,31.66666667,7.916666667,0,0,35.66666667
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,Nassau,67.5,16.875,15,3.75,33.33333333,8.333333333,0,0,28.95833333
330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,Kings,80,20,12,3,48.33333333,12.08333333,10,2.5,37.58333333
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,Saint Lawrence,77.5,19.375,35,8.75,50,12.5,100,25,65.625
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,Nassau,70,17.5,20,5,41.66666667,10.41666667,0,0,32.91666667
330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,New York,65,16.25,21,5.25,68.33333333,17.08333333,50,12.5,51.08333333
330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,Kings,70,17.5,16,4,14,3.5,30,7.5,32.5
330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,Kings,53.33333333,13.33333333,7,1.75,33.33333333,8.333333333,50,12.5,35.91666667
330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,Onondaga,32.5,8.125,11,2.75,23.33333333,5.833333333,20,5,21.70833333
330204,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,New York,36.66666667,9.166666667,14,3.5,28.33333333,7.083333333,60,15,34.75
330205,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,Orange,60,15,65,16.25,70,17.5,20,5,53.75
330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,Westchester,62.5,15.625,37,9.25,25,6.25,0,0,31.125
330211,CLAXTON-HEPBURN MEDICAL CENTER,214 KING STREET,OGDENSBURG,NY,13669,Saint Lawrence,42.5,10.625,45,11.25,25,6.25,60,15,43.125
330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,NY,10016,New York,100,25,19,4.75,35,8.75,0,0,38.5
330215,"ROME MEMORIAL HOSPITAL, INC",1500 NORTH JAMES STREET,ROME,NY,13440,Oneida,26.66666667,6.666666667,28,7,75,18.75,30,7.5,39.91666667
330218,OSWEGO HOSPITAL,110 WEST SIXTH STREET,OSWEGO,NY,13126,Oswego,60,15,39,9.75,56.66666667,14.16666667,20,5,43.91666667
330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,Erie,66.66666667,16.66666667,21,5.25,28,7,10,2.5,31.41666667
330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,Kings,73.33333333,18.33333333,8,2,43.33333333,10.83333333,20,5,36.16666667
330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,Saratoga,45,11.25,44,11,55,13.75,70,17.5,53.5
330223,MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DRIVE,MASSENA,NY,13662,Saint Lawrence,80,20,16,4,50,12.5,100,25,61.5
330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,Monroe,47.5,11.875,29,7.25,45,11.25,50,12.5,42.875
330229,BROOKS MEMORIAL HOSPITAL,529 CENTRAL AVENUE,DUNKIRK,NY,14048,Chautauqua,56.66666667,14.16666667,24,6,95,23.75,0,0,43.91666667
330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,Queens,63.33333333,15.83333333,23,5.75,55,13.75,30,7.5,42.83333333
330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,Kings,43.33333333,10.83333333,11,2.75,50,12.5,10,2.5,28.58333333
330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,Westchester,42.5,10.625,12,3,35,8.75,0,0,22.375
330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,Cayuga,72.5,18.125,9,2.25,36,9,50,12.5,41.875
330236,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,Kings,87.5,21.875,18,4.5,33.33333333,8.333333333,0,0,34.70833333
330239,UPMC CHAUTAUQUA WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701,Chautauqua,43.33333333,10.83333333,9,2.25,35,8.75,20,5,26.83333333
330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,New York,0,0,14,3.5,16,4,0,0,7.5
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,Onondaga,65,16.25,19,4.75,20,5,0,0,26
330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,Oneida,45,11.25,13,3.25,52,13,0,0,27.5
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,Suffolk,30,7.5,38,9.5,61.66666667,15.41666667,0,0,32.41666667
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,Clinton,57.5,14.375,23,5.75,40,10,20,5,35.125
330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,Nassau,50,12.5,12,3,63.33333333,15.83333333,0,0,31.33333333
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,Westchester,60,15,42,10.5,60,15,10,2.5,43
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,Orange,50,12.5,21,5.25,50,12.5,0,0,30.25
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,Ontario,20,6.666666667,19,6.333333333,Not Available,Not Available,100,33.33333333,46.33333333
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,Westchester,62.5,15.625,36,9,30,7.5,0,0,32.125
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,New York,Not Available,Not Available,75,25,50,16.66666667,0,0,41.66666667
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,Putnam,67.5,16.875,53,13.25,36.66666667,9.166666667,0,0,39.29166667
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,Fulton,80,20,22,5.5,60,15,30,7.5,48
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,Steuben,55,13.75,20,5,46.66666667,11.66666667,30,7.5,37.91666667
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,NY,14220,Erie,45,11.25,24,6,50,12.5,0,0,29.75
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,Monroe,66.66666667,16.66666667,30,7.5,15,3.75,20,5,32.91666667
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,Suffolk,47.5,11.875,16,4,40,10,0,0,25.875
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,Westchester,55,13.75,44,11,40,10,0,0,34.75
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,Tompkins,20,5,33,8.25,48,12,50,12.5,37.75
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,Nassau,77.5,19.375,16,4,52,13,0,0,36.375
330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,Nassau,62.5,15.625,13,3.25,46,11.5,0,0,30.375
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,Kings,46.66666667,11.66666667,12,3,33.33333333,8.333333333,0,0,23
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,Bronx,Not Available,Not Available,11,3.666666667,72.5,24.16666667,60,20,47.83333333
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,Sullivan,43.33333333,10.83333333,33,8.25,33.33333333,8.333333333,30,7.5,34.91666667
330393,UNIVERSITY HOSPITAL AT STONY BROOK,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,Suffolk,95,23.75,14,3.5,21.66666667,5.416666667,0,0,32.66666667
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,Broome,45,11.25,20,5,18.33333333,4.583333333,40,10,30.83333333
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,Kings,25,6.25,10,2.5,56,14,20,5,27.75
330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,Kings,75,18.75,17,4.25,30,7.5,20,5,35.5
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,Bronx,30,7.5,13,3.25,56.66666667,14.16666667,0,0,24.91666667
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,Suffolk,62.5,15.625,16,4,51.66666667,12.91666667,0,0,32.54166667
340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,Cabarrus,47.5,11.875,40,10,40,10,0,0,31.875
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,NC,28801,Buncombe,65,16.25,52,13,26.66666667,6.666666667,10,2.5,38.41666667
340003,NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD ST,MOUNT AIRY,NC,27030,Surry,40,10,29,7.25,60,15,80,20,52.25
340004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST,HIGH POINT,NC,27261,Guilford,55,13.75,20,5,33.33333333,8.333333333,30,7.5,34.58333333
340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,28352,Scotland,40,10,44,11,30,7.5,50,12.5,41
340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,Wayne,52.5,13.125,26,6.5,31.66666667,7.916666667,30,7.5,35.04166667
340013,RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,Rutherford,45,11.25,31,7.75,48,12,10,2.5,33.5
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,Forsyth,45,11.25,23,5.75,15,3.75,20,5,25.75
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,28144,Rowan,37.5,9.375,27,6.75,40,10,0,0,26.125
340016,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,28779,Jackson,45,11.25,21,5.25,75,18.75,30,7.5,42.75
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,Henderson,75,18.75,43,10.75,50,12.5,20,5,47
340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,Lee,57.5,14.375,34,8.5,50,12.5,50,12.5,47.875
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,201 E GROVER ST,SHELBY,NC,28150,Cleveland,40,10,44,11,58.33333333,14.58333333,0,0,35.58333333
340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,Henderson,67.5,16.875,48,12,40,10,60,15,53.875
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,28328,Sampson,53.33333333,13.33333333,17,4.25,3.333333333,0.833333333,70,17.5,35.91666667
340027,UNC LENOIR HEALTH CARE,100 AIRPORT RD,KINSTON,NC,28501,Lenoir,17.5,4.375,17,4.25,51.66666667,12.91666667,40,10,31.54166667
340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,Cumberland,92.5,23.125,15,3.75,31.66666667,7.916666667,10,2.5,37.29166667
340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,NC,27710,Durham,20,5,58,14.5,23.33333333,5.833333333,30,7.5,32.83333333
340032,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,GASTONIA,NC,28052,Gaston,25,6.25,22,5.5,50,12.5,20,5,29.25
340037,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,706 W KING ST,KINGS MOUNTAIN,NC,28086,Cleveland,65,21.66666667,57,19,Not Available,Not Available,20,6.666666667,47.33333333
340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,Iredell,22.5,5.625,16,4,43.33333333,10.83333333,40,10,30.45833333
340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,Caldwell,40,10,20,5,75,18.75,10,2.5,36.25
340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,Onslow,42.5,10.625,24,6,60,15,60,15,46.625
340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,Forsyth,75,18.75,26,6.5,34,8.5,10,2.5,36.25
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,Robeson,25,6.25,19,4.75,50,12.5,50,12.5,36
340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,Watauga,47.5,11.875,34,8.5,33.33333333,8.333333333,40,10,38.70833333
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,Mecklenburg,47.5,11.875,18,4.5,26.66666667,6.666666667,0,0,23.04166667
340060,UNC ROCKINGHAM,117 E KINGS HIGHWAY,EDEN,NC,27288,Rockingham,0,0,44,11,36.66666667,9.166666667,0,0,20.16666667
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,Orange,47.5,11.875,56,14,40,10,10,2.5,38.375
340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,28659,Wilkes,47.5,11.875,25,6.25,23.33333333,5.833333333,40,10,33.95833333
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,Columbus,40,10,34,8.5,54,13.5,40,10,42
340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,27610,Wake,15,3.75,45,11.25,26.66666667,6.666666667,0,0,21.66666667
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,Alamance,30,7.5,17,4.25,41.66666667,10.41666667,30,7.5,29.66666667
340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,Harnett,37.5,9.375,36,9,65,16.25,50,12.5,47.125
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,Wake,35,8.75,26,6.5,32,8,10,2.5,25.75
